filename,predicted_label,class_name,confidence,sampler,steps
fashion_00000.png,6,camisa,0.766757,DDPM,1000
fashion_00001.png,3,vestido,0.658241,DDPM,1000
fashion_00002.png,6,camisa,0.366104,DDPM,1000
fashion_00003.png,5,sandália,0.732781,DDPM,1000
fashion_00004.png,6,camisa,0.638154,DDPM,1000
fashion_00005.png,3,vestido,0.637845,DDPM,1000
fashion_00006.png,1,calça,0.904085,DDPM,1000
fashion_00007.png,4,casaco,0.625072,DDPM,1000
fashion_00008.png,8,bolsa,0.943319,DDPM,1000
fashion_00009.png,6,camisa,0.493678,DDPM,1000
fashion_00010.png,6,camisa,0.866246,DDPM,1000
fashion_00011.png,5,sandália,0.620540,DDPM,1000
fashion_00012.png,2,pulôver,0.590445,DDPM,1000
fashion_00013.png,4,casaco,0.668164,DDPM,1000
fashion_00014.png,6,camisa,0.717329,DDPM,1000
fashion_00015.png,8,bolsa,0.968010,DDPM,1000
fashion_00016.png,2,pulôver,0.584440,DDPM,1000
fashion_00017.png,6,camisa,0.719533,DDPM,1000
fashion_00018.png,8,bolsa,0.774166,DDPM,1000
fashion_00019.png,6,camisa,0.208710,DDPM,1000
fashion_00020.png,8,bolsa,0.737098,DDPM,1000
fashion_00021.png,6,camisa,0.350880,DDPM,1000
fashion_00022.png,0,camiseta,0.352483,DDPM,1000
fashion_00023.png,3,vestido,0.563316,DDPM,1000
fashion_00024.png,8,bolsa,0.349576,DDPM,1000
fashion_00025.png,1,calça,0.530443,DDPM,1000
fashion_00026.png,3,vestido,0.881598,DDPM,1000
fashion_00027.png,0,camiseta,0.683099,DDPM,1000
fashion_00028.png,2,pulôver,0.393766,DDPM,1000
fashion_00029.png,0,camiseta,0.845633,DDPM,1000
fashion_00030.png,6,camisa,0.944189,DDPM,1000
fashion_00031.png,8,bolsa,0.441760,DDPM,1000
fashion_00032.png,9,bota,0.491778,DDPM,1000
fashion_00033.png,3,vestido,0.627954,DDPM,1000
fashion_00034.png,4,casaco,0.538876,DDPM,1000
fashion_00035.png,8,bolsa,0.415699,DDPM,1000
fashion_00036.png,6,camisa,0.450605,DDPM,1000
fashion_00037.png,8,bolsa,0.517610,DDPM,1000
fashion_00038.png,8,bolsa,0.706016,DDPM,1000
fashion_00039.png,0,camiseta,0.412221,DDPM,1000
fashion_00040.png,0,camiseta,0.357081,DDPM,1000
fashion_00041.png,6,camisa,0.378073,DDPM,1000
fashion_00042.png,0,camiseta,0.939982,DDPM,1000
fashion_00043.png,0,camiseta,0.428113,DDPM,1000
fashion_00044.png,2,pulôver,0.413092,DDPM,1000
fashion_00045.png,8,bolsa,0.658253,DDPM,1000
fashion_00046.png,1,calça,0.683895,DDPM,1000
fashion_00047.png,9,bota,0.261338,DDPM,1000
fashion_00048.png,0,camiseta,0.449342,DDPM,1000
fashion_00049.png,2,pulôver,0.425108,DDPM,1000
fashion_00050.png,0,camiseta,0.396131,DDPM,1000
fashion_00051.png,8,bolsa,0.652421,DDPM,1000
fashion_00052.png,6,camisa,0.332141,DDPM,1000
fashion_00053.png,2,pulôver,0.543960,DDPM,1000
fashion_00054.png,4,casaco,0.507895,DDPM,1000
fashion_00055.png,6,camisa,0.414596,DDPM,1000
fashion_00056.png,1,calça,0.927934,DDPM,1000
fashion_00057.png,3,vestido,0.378219,DDPM,1000
fashion_00058.png,8,bolsa,0.587501,DDPM,1000
fashion_00059.png,6,camisa,0.478383,DDPM,1000
fashion_00060.png,6,camisa,0.640306,DDPM,1000
fashion_00061.png,6,camisa,0.894459,DDPM,1000
fashion_00062.png,0,camiseta,0.474955,DDPM,1000
fashion_00063.png,6,camisa,0.690427,DDPM,1000
fashion_00064.png,0,camiseta,0.541500,DDPM,1000
fashion_00065.png,8,bolsa,0.920704,DDPM,1000
fashion_00066.png,1,calça,0.777053,DDPM,1000
fashion_00067.png,8,bolsa,0.569845,DDPM,1000
fashion_00068.png,5,sandália,0.713759,DDPM,1000
fashion_00069.png,1,calça,0.817470,DDPM,1000
fashion_00070.png,1,calça,0.936066,DDPM,1000
fashion_00071.png,6,camisa,0.630722,DDPM,1000
fashion_00072.png,6,camisa,0.659905,DDPM,1000
fashion_00073.png,0,camiseta,0.341374,DDPM,1000
fashion_00074.png,6,camisa,0.575498,DDPM,1000
fashion_00075.png,8,bolsa,0.995921,DDPM,1000
fashion_00076.png,8,bolsa,0.662808,DDPM,1000
fashion_00077.png,8,bolsa,0.509714,DDPM,1000
fashion_00078.png,0,camiseta,0.785962,DDPM,1000
fashion_00079.png,6,camisa,0.527799,DDPM,1000
fashion_00080.png,8,bolsa,0.524831,DDPM,1000
fashion_00081.png,6,camisa,0.842867,DDPM,1000
fashion_00082.png,6,camisa,0.700147,DDPM,1000
fashion_00083.png,6,camisa,0.552472,DDPM,1000
fashion_00084.png,8,bolsa,0.688735,DDPM,1000
fashion_00085.png,8,bolsa,0.604370,DDPM,1000
fashion_00086.png,6,camisa,0.600805,DDPM,1000
fashion_00087.png,6,camisa,0.315440,DDPM,1000
fashion_00088.png,8,bolsa,0.891530,DDPM,1000
fashion_00089.png,6,camisa,0.595749,DDPM,1000
fashion_00090.png,4,casaco,0.585286,DDPM,1000
fashion_00091.png,5,sandália,0.744943,DDPM,1000
fashion_00092.png,5,sandália,0.679844,DDPM,1000
fashion_00093.png,8,bolsa,0.842309,DDPM,1000
fashion_00094.png,9,bota,0.425930,DDPM,1000
fashion_00095.png,1,calça,0.673731,DDPM,1000
